ID,EmployeeID,Timesheet Record Date,Topic,Working Hours,Category,Sub-Category,Detail
10487,2,11/30/2022,EDAŞ-Planlı Bakım Denetimi,8.5,İnceleme,Sahada Denetim,fırat bölge saha incelemeleri
2813,21,3/10/2022,EDAŞ - Elazığ Taşınan Sayaçların İncelenmesi,1,Ön Hazırlık,Toplantı (Şirket Yöneticileri),"Ömer bey, Gözen hanım ile toplantı"
10042,18,11/11/2022,Fırat EDAŞ ve Çoruh EDAŞ Yatırımlar Teknik Denetimi,4.5,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,Fırat ve Çoruh EDAŞ Teknik Denetim mutabakat süreci
7088,9,7/25/2022,TURİZM TEKNİK DENETİM-BODRUM MİRADA,8.5,Ön Hazırlık,Toplantı (Ekip İçi),Bodrum Mirada saha denetimi
1073,5,1/31/2022,EDAŞ - Üçüncü Şahıs Tazminat Ödemeleri,6,İnceleme,Merkez'den Denetim,"Alınan tazminat raporları kontrol edilmiş, il bazında analiz edilmiş, ödenen tazminatların ibanları çalışan şirket personel isimleri ile kontrol edilmiştir"
3601,5,3/28/2022,EPSAŞ - Kalite Tazminat Ödemeleri,6,İnceleme,Merkez'den Denetim,İnternet sitesinden kontroller yapılmıştır.
3220,6,3/21/2022,İdari İşler Süreç Denetimi,6.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Çalışma kağıtlarının düzenlenmesi
9108,1,10/5/2022,Departman Bazlı Personel Devir Oranları ve Analizleri,0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,"Diğer (Sigara, wc, gazete okuma, vb.)"
6379,15,6/24/2022,ATK Sigorta Denetimi,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,mola
10158,15,11/17/2022,Enerji Ticaret Süreçleri Denetimi,8.5,Ön Hazırlık,Süreç Haritalandırma (Walkthrough),"süreçlerin incelenmesi, denetime ilişkin dokümanların talep edilmesi"
11353,21,1/17/2023,EDAŞ Saha Notları ve İş Emirleri Süreç Denetim,3,Ön Hazırlık,Risk Kontrol Matrisinin Hazırlanması,Risk kontrol matrisinin hazırlanması
448,14,1/13/2022,MOLA,2,Diğer,Diğer Kişisel İşler,MOLA
2311,25,2/28/2022,Sağlık Raporu,8.5,Diğer,Diğer Kişisel İşler,Sağlık Raporu
5899,8,6/8/2022,Aksa Satış ve Pazarlama A.Ş. Adana Şubesi Olağan Denetim - Tam Kapsam,2,İnceleme,Toplantı (Ekip İçi),Antalya APC Risk Kontrol Matrisinin Doldurulması (Ahmet Hayran)
6941,7,7/19/2022,Sunum hazırlama,2,İdari,Diğer,Finansal Denetim Sunumu
10783,9,12/16/2022,"""Çerkezköy Jeneratör Fabrikası"" soruşturma kapsamında saha ziyareti + mola",8.5,İdari,Diğer,"""Çerkezköy Jeneratör Fabrikası"" soruşturma kapsamında saha ziyareti + mola"
12706,11,3/10/2023,Hukuk Operasyonları Süreci Denetimi,7.5,Rapor Yazımı,Taslak Rapor Yazımı,Hukuk Operasyonları Denetimine ilişkin taslak raporun hazırlanarak sunuma hazır hale getirilmesi üzerine çalışılmıştır.
7831,27,8/23/2022,Verilen Teminat Mektupları Denetimi,0.5,Ön Hazırlık,Doküman Tarama," Diğer-Diğer (Sigara, wc, gazete okuma, vb.)"
12045,2,2/13/2023,bulgu sınıflandırma,4,İdari,Diğer,bulgu sınıflandırma*BTS çalışması
15442,6,8/25/2023,Yarım gün izin,4,İdari,Diğer,Yarım gün izin
15242,8,8/18/2023,İnsan Kaynakları ve Kültür Denetimi,8.5,Rapor Yazımı,Taslak Rapor Değerlendirme,Taslak rapor Değerlendirme
15054,3,7/19/2023,SAP Satınalma Modulü Sistem Denetimi,8.5,İnceleme,Merkez'den Denetim,Ekran Testleri
5511,15,5/27/2022,ATK Sigorta Denetimi,1.5,İnceleme,Merkez'den Denetim,Mizan üzerinden gelir gider kalemlerinin incelenmesi
1314,3,2/4/2022,Siirt-Batman Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,2,İnceleme,Merkez'den Denetim,Yerel Satın Alma Süreci İnceleme
1510,14,2/9/2022,DOĞALGAZ SORUŞTURMA TOPLANTISI,2,İdari,Toplantı,DOĞALGAZ SORUŞTURMA TOPLANTISI (SANICA)
1010,13,1/27/2022,Elazığ Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,1,İnceleme,Toplantı (Şirket Yöneticileri),Fazla Mesailerle İlgili İK Ekranları üzerinde kontroller gerçekleştirildi.
3823,25,4/1/2022,Telefon&Mail Trafiği,1,Diğer,Telefon&Mail Trafiği,Telefon&Mail Trafiği
9707,21,10/28/2022,Resmi Tatil,8.5,Diğer,Diğer Kişisel İşler,Resmi Tatil
4671,5,4/26/2022,Denetim eğitimine katılınmıştır.,8.5,İdari,Toplantı,Denetim eğitimine katılınmıştır.
13546,15,5/4/2023,Stok Yönetimi ve Hurda Süreci Denetimi,3,Rapor Yazımı,Risk Kontrol Matrisinin Doldurulması,rkm maddelerinin sisteme girilmesi
11133,12,12/28/2022,Enerji Ticaret Süreçleri Denetimi,8.5,Rapor Yazımı,Taslak Rapor Değerlendirme,Rapor kontrol edildi
874,12,1/24/2022,Kesme Bağlama İşlemleri (kesilmesi yasak olan aboneler),3,Ön Hazırlık,Risk Kontrol Matrisinin Hazırlanması,RKM ler kontrol edildi
13966,15,6/2/2023,Lojistik Operasyonları Süreci Denetimi,8.5,Ön Hazırlık,Data Temini&Data Hazırlama,Satın alımlara ilişkin sistem detayları incelenmiştir
13877,7,5/26/2023,Gider Denetimi,8.5,Rapor Yazımı,Taslak Rapor Yazımı,Gider denetimi rapor yazımı
4829,9,5/10/2022,Doğalgaz Yatırımları Sözleşme Süre Uzatımları Denetimi,1,Ön Hazırlık,Toplantı (Ekip İçi),"Diğer-Diğer (Sigara, wc, gazete okuma, vb.)"
3457,13,3/24/2022,Çanakkale Doğalgaz Dağıtım A.Ş. Uzaktan Denetim,3,İnceleme,Merkez'den Denetim,Fatura İtiraz ve İptal Süreci
10568,5,12/6/2022,EDAŞ-Planlı Bakım Denetimi,2.5,İnceleme,Merkez'den Denetim,Planlı bakım operasyon süreçleri incelenmiştir
4726,29,4/28/2022,Seçkin bey ile tarife ve raporlama eğitimi,2,İdari,Toplantı,Seçkin bey ile tarife ve raporlama eğitimi
8838,21,9/26/2022,Telefon ve mailleşme,1,Diğer,Telefon&Mail Trafiği,Telefon ve mailleşme
12972,26,3/31/2023,Stok Yönetimi ve Hurda Süreci Denetimi,8.5,İnceleme,Sahada Denetim,manisa santralinde kalan malzemelerin sahada kontrolü ve stok incelemesi
9892,8,9/7/2022,Garanti ve Müşteri Memnuniyeti Kapsamında Yapılan İade İşlemlerinin İncelenmesi,5,İnceleme,Merkez'den Denetim,Masrafların teyidinin yapılması
995,3,1/28/2022,Siirt-Batman Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,1,İnceleme,Merkez'den Denetim,Stok Yönetim Süreci İnceleme
14142,29,6/9/2023,Yıllık izin,8.5,İdari,Diğer,Yıllık izin
358,30,1/12/2022,Satışlardan Yapılan İndirimler ve Maliyet Altı Satışlar,3,İnceleme,Merkez'den Denetim,Analiz
3780,29,3/31/2022,Çanakkale Doğalgaz Dağıtım A.Ş. Uzaktan Denetim,2,İnceleme,Çalışma Kağıtlarının Hazırlanması,Çalışma kağıtlarının hazırlanması
14018,12,6/6/2023,EDAŞ Saha Operasyonları İSG Süreçleri Denetimi,8.5,İnceleme,Toplantı (Ekip İçi),Denetim planlaması ve güncel durum üzerinden görüşüldü.
14249,14,6/12/2023,Holding Teknik Satınalma Denetimi,8.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Holding Teknik Satınalma Denetimi
7529,12,8/5/2022,Cookshop Şirket Denetimi,8.5,İnceleme,Toplantı (Ekip İçi),Denetim güncel durumu üzerinden görüşüldü
10910,27,12/21/2022,Kur Farkı Zararları Denetimi,8,İnceleme,Merkez'den Denetim,"Ortaya çıkan kur farkı gelir/giderinin bilanço hesaplarında takibi veya çeşitli anlaşmaların (hedge, forward vb.) kontrolü süreci"
8715,13,9/12/2022,Doğal Gaz Hukuk Süreçlerinin İncelenmesi,8.5,Ön Hazırlık,Süreç Haritalandırma (Walkthrough),Hukuka Sevk ve İcra Süreçlerinin İncelenmesi
10291,12,11/15/2022,Bingöl Merkez Arıza Çalışanları Hakkındaki İddialar,8.5,Rapor Yazımı,Nihai Raporun Oluşturulması,rapor finalize edildi
14090,30,5/26/2023,Yurt Dışı Ofis Süreçleri Denetimi (SİNGAPUR),8.5,İnceleme,Sahada Denetim,Sahada denetim faaliyeti yürütülmüştür.
8047,15,8/24/2022,Özbekistan Santral Denetimi,8.5,İnceleme,Sahada Denetim,"Stok verileri üzerinden malzeme hareket formlarına ilişkin örneklemin hazırlanması , fiziki depo sayımı"
11517,14,1/18/2023,AKSA Plaza İSG Denetimi 2022,8.5,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,AKSA Plaza İSG Denetimi 2022
9793,25,11/3/2022,İdari&Diğer,5.5,İdari,Diğer,2022 Denetim Dosyalarının Genel Kontrolü
6670,25,7/7/2022,İdari&Diğer,8.5,İdari,İdari-Diğer,QAR-Denetim Dosyalarının Gözden Geçirilmesi
7884,16,8/23/2022,İdari&Diğer,8.5,İdari,Diğer,QAR çalışmaları kapsamında çalışma dosyaları kontrolü
1317,21,2/4/2022,Kesme Bağlama İşlemleri (kesilmesi yasak olan aboneler),3,İnceleme,Merkez'den Denetim,Kesme istisna tanımlanan abonelerin borç durumlarının incelenmesi
368,30,1/12/2022,Diğer,1,Diğer,Diğer Kişisel İşler,"Diğer-Diğer (Sigara, wc, gazete okuma, vb.)"
1127,29,2/1/2022,Elazığ Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,1,İnceleme,Merkez'den Denetim,Bakım-Onarım Süreci
2423,21,3/2/2022,"THY Mevzuatı, EPSAŞ-EDAŞ Hukuki Ayrışması ve EPSAŞ Ana İş Kolu Dışındaki Faaliyetlerinin İncelenmesi (Rekabet Kanunu)",0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Telefon ve Maillleşme
7559,25,8/10/2022,İdari&Diğer,8.5,İdari,İdari-Diğer,QAR Sunum ve Ekleri
10941,9,12/23/2022,Şirket için düzenlenen yılbaşı partisine katılım sağlandı,1,İdari,Diğer,Şirket için düzenlenen yılbaşı partisine katılım sağlandı
12546,2,3/10/2023,bts rapor hazırlama,4,İdari,Diğer,bts rapor hazırlama
5444,16,5/26/2022,İdari&Diğer,1.5,Diğer,Telefon&Mail Trafiği,"Atk, kurumsal mimari, jeneratör İK vb departmanlar ile görüşme"
2618,16,3/8/2022,İdari İşler Süreç Denetimi,1,İnceleme,Merkez'den Denetim,RKM de belirtilen maddelerin gönderilen datalar ve görüşmeler ile kontrol edilmesi
322,9,1/10/2022,Bolu Göynük Enerji Santrali denetimi kapsamında sistem üzerinden bulgu atama kontrolü,1,Bulgu Takip Çalışmaları,Bulgu Takip Çalışmaları,Bolu Göynük Enerji Santrali denetimi kapsamında sistem üzerinden bulgu atama kontrolü
7055,8,7/22/2022,Covid nedeni ile  7 günlük rapor süreci,8.5,İdari,Diğer,Covid nedeni ile  7 günlük rapor süreci
249,30,1/3/2022,Satışlardan Yapılan İndirimler ve Maliyet Altı Satışlar,4,İnceleme,Toplantı (Ekip İçi),"Analizlerin Değerlendirilmesi / Gözen Kasımay, Tayfur Selcin, Makbule Bal"
14935,2,7/21/2023,mola dinlenme,0.5,Diğer,Diğer Kişisel İşler,mola dinlenme
11757,25,2/1/2023,İdari&Diğer,8.5,İdari,İdari-Diğer,Kurumsal Yönetişim Projesi Ek Çalışmaları
7268,13,7/29/2022,İş Avanslarının Kullanımı  ve Yerel Satın Almaların İncelenmesi,8.5,İnceleme,Çalışma Kağıtlarının Kontrolü,Yerel Satınalmaların İncelenmesi
7561,25,8/12/2022,İdari&Diğer,8.5,İdari,Diğer,COSO Eğitimi
11876,27,2/6/2023,Vergi Hesabı Süreçleri Kontrol Denetimi,8.5,İnceleme,Merkez'den Denetim,Vergi hesaplama işlemleri yapılırken kullanılan çalışma kağıtlarının analiz edilerek amacına uygun bir hale getirilmesi
8882,15,9/27/2022,Özbekistan Santral Denetimi,2,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,özbekistan raporuna ilişkin gelen cevapların kontrolü
12334,5,2/23/2023,EDAŞ Saha Notları ve İş Emirleri Süreç Denetim,8.5,Rapor Yazımı,Taslak Rapor Değerlendirme,Taslak rapor değerlendirme
13201,14,4/7/2023,Ali Metin Kazancı Antalya D.G.K.Ç Santrali Bakım Süreçleri Teknik Denetimi,8.5,Rapor Yazımı,Nihai Raporun Oluşturulması,Ali Metin Kazancı Antalya D.G.K.Ç Santrali Bakım Süreçleri Teknik Denetimi
6996,9,7/21/2022,ACFE Suistimal İnceleme & Soruşturma ve Sorgulama Teknikleri Eğitimi,8.5,İdari,Diğer,ACFE Suistimal İnceleme & Soruşturma ve Sorgulama Teknikleri Eğitimi
11292,30,1/3/2023,İdari,8.5,İdari,Diğer,"Denetim konuları araştırması, 2023 plan çalışması, görüşmelerin ayarlanması, bts takibi"
10414,1,11/29/2022,Departman Bazlı Personel Devir Oranları ve Analizleri,5.5,Rapor Yazımı,Taslak Rapor Değerlendirme,Personel Devir Oranı denetimi raporu gözden geçirilerek yapısal düzeltmeler yapıldı.
12142,30,2/6/2023,Stok ve Güvenlik Süreçleri,5.5,Rapor Yazımı,Taslak Rapor Yazımı,Bulgu formatlarının oluşturulması
13663,30,5/12/2023,İdari,1.5,İdari,Diğer,Kahvaltı mola vs
6828,26,7/12/2022,Resmi Tatil,8.5,İdari,Diğer,Resmi Tatil
4631,26,4/22/2022,İhale Usulü Yapılan Satın Alma İşlemlerinin İncelenmesi,4.5,İnceleme,Merkez'den Denetim,Ödeme süreçlerinin incelenmesi
4506,26,4/20/2022,İhale Usulü Yapılan Satın Alma İşlemlerinin İncelenmesi,1,İnceleme,Toplantı (Şirket Yöneticileri),fatura ekranlarında ekran testi yapılmıştır
4270,16,4/13/2022,İdari&Diğer,2,Bulgu Takip Çalışmaları,Bulgu Takip Çalışmaları,"Kurumsal mimaride devam eden süreç işleri hakkında bilgi alma, ISG yapısı ile ilgili kurumsal mimari ile çalışma"
8189,27,8/16/2022,Yurt Dışı Fatura Kontrol Denetimi,0.5,Ön Hazırlık,Data Temini&Data Hazırlama,"Diğer-Diğer (Sigara, wc, gazete okuma, vb.)"
7037,16,7/25/2022,İdari&Diğer,7.5,İdari,Diğer,QAR kapsamında çalışma kağıtlarının kontrolü ve kurul sunumunun görüşülmesi
12476,3,3/7/2023,CRM ve ISU Yetkilendirme Süreci,8.5,Rapor Yazımı,Nihai Raporun Oluşturulması,Nihai raporun oluşturulması
7767,8,8/18/2022,Garanti ve Müşteri Memnuniyeti Kapsamında Yapılan İade İşlemlerinin İncelenmesi,2,Ön Hazırlık,Toplantı (Ekip İçi),Gelen evraklar üzerinden Sevinç Arabacı ile görüşerek yol haritasının çizilmesi
8580,29,9/7/2022,bedelli askerlik nedeniyle idari izin,8.5,İdari,Diğer,bedelli askerlik nedeniyle idari izin
8366,26,9/8/2022,Özbekistan Santral Denetimi,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,Mola
8336,5,9/7/2022,Cookshop Şirket Denetimi,4,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,Mailler gönderilmiş gelen sorular cevaplanmıştır.
5527,30,5/4/2022,Bayram Tatili,8.5,İdari,Diğer,Bayram Tatili
15359,18,7/24/2023,Çoruh ve Fırat Ara Hakediş Uygulama Talimatına Uyum Denetimi,8.5,Rapor Yazımı,Taslak Rapor Değerlendirme,Taslak rapor yazımı ve sektör yetkilileri ile değerlendirme toplantısı
13552,14,5/4/2023,Holding Teknik Satınalma Denetimi,8.5,Ön Hazırlık,Data Temini&Data Hazırlama,Holding Teknik Satınalma Denetimi
12256,30,2/21/2023,İdari,2,İdari,Diğer,Açık bulguların sınıflandırılması
4366,26,4/15/2022,Bolu Göynük Termik Santrali - Santral Müdür Yardımcısı Hakkında İddialar,1.5,Rapor Yazımı,Taslak Rapor Değerlendirme,Rapordaki eksikliklerle ilgili ekip içi değerlendirme toplantısı
9735,27,11/1/2022,Turquality Destek Programları Denetimi,0.5,Ön Hazırlık,Data Temini&Data Hazırlama,"Diğer (Sigara, wc, gazete okuma, vb.)"
1598,29,2/11/2022,Karadeniz Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,1,Ön Hazırlık,Toplantı (Şirket Yöneticileri),Karadeniz Doğalgaz Dağıtım A.Ş çalışanları ile açılış toplantısı
1129,21,2/1/2022,Kesme Bağlama İşlemleri (kesilmesi yasak olan aboneler),6,İnceleme,Merkez'den Denetim,"Engelli, Şehit Aileleri ve 65 yaş üzeri abonelerin 3 dönemlik kesinti istisnalarının incelenmesi"
3597,1,3/28/2022,"Jeneratör Stok Sayım Sürecinin, Sayım Sonuçlarının ve  Sayım Farklarına İlişkin Alınan Aksiyonların İncelenmesi(Çerkezköy Fabrika)",4,İnceleme,Merkez'den Denetim,Dataların düzenlenmesi ve incelemesi
1793,14,2/15/2022,Diğer-Telefon&Mail Trafiği,2,Diğer,Telefon&Mail Trafiği,Diğer-Telefon&Mail Trafiği
2601,6,3/7/2022,İdari İşler Süreç Denetimi,1,Ön Hazırlık,Toplantı (Ekip İçi),"Şule Dörtler, Tuğrul Besdil ve Ayşe Kuyumcu ile toplantı"
13209,14,4/19/2023,BAYRAM HAFTASI TATİLİ,8.5,İdari,Diğer,BAYRAM HAFTASI TATİLİ
7671,3,8/16/2022,Diğer,3,Diğer,Ortak Alan Çalışması,2022 rkmlerinin düzenlenmesi
9797,6,11/2/2022,Günlük Time Reportların ve Bulgu Tamamlanma Oranlarının Kontrolü,1,İdari,Diğer,Günlük Time Reportların ve Bulgu Tamamlanma Oranlarının Kontrolü
11085,30,12/27/2022,Sağlık raporu,8.5,İdari,Diğer,Sağlık raporu
2908,25,3/14/2022,İdari İşler Süreç Denetimi,2,İnceleme,Toplantı (Ekip İçi),Ekip ile birlikte RKM'nin üzerinden geçildi
454,12,1/13/2022,Trabzon Stok Hareketleri İnceleme (Soruşturma),7,Rapor Yazımı,Taslak Rapor Yazımı,Taslak rapor yazılmaya başlanmıştır
9718,6,10/31/2022,Çanakkale Doğalgaz gelen iddialar ile ilgili ekip toplantısı ve RKM hazırlığı,3.5,İdari,Diğer,Çanakkale Doğalgaz gelen iddialar ile ilgili ekip toplantısı ve RKM hazırlığı
9996,14,11/4/2022,"Aksa Çukurova, Karadeniz, Ordu Giresun Doğalgaz Dağıtım A.Ş 2022 Yılı Yatırımları Denetimi",8.5,Rapor Yazımı,Taslak Rapor Değerlendirme,"Aksa Çukurova, Karadeniz, Ordu Giresun Doğalgaz Dağıtım A.Ş 2022 Yılı Yatırımları Denetimi"
8002,7,8/26/2022,Diğer,1,İdari,Diğer,Mola
6163,29,6/20/2022,eğitim,8.5,İdari,Diğer,eğitim
14974,8,7/27/2023,İnsan Kaynakları ve Kültür Denetimi,8.5,İnceleme,Merkez'den Denetim,Hizmet Alınan Firmalar Kapsamında İşe alım süreci
4209,21,4/12/2022,2021 denetim ÇK'ları,2,İdari,Diğer,Genel Aydınlatma Denetimi ÇK'larının revize edilmesi
10003,27,11/10/2022,Turquality Destek Programları Denetimi,0.5,Ön Hazırlık,Data Temini&Data Hazırlama,"Diğer (Sigara, wc, gazete okuma, vb.)"
10368,12,11/24/2022,Enerji Ticaret Süreçleri Denetimi,8.5,Ön Hazırlık,Toplantı (Ekip İçi),Çalışma kapsamı görüşüldü görev ve konu dağılımı gerçekleştirildi.
11072,26,12/23/2022,Kurumsal Yönetişim Projesi,8.5,Proje,Proje,Kurumsal Yönetişim Projesi
9443,1,7/4/2022,Garanti ve Müşteri Memnuniyeti Kapsamında Yapılan İade İşlemlerinin İncelenmesi,3,İnceleme,Merkez'den Denetim,Sürece ilişkin dataların temini için SAP'den çekilen raporların düzenlenmesi
2971,26,3/15/2022,Enerji - Lojistik ve Gümrük Müdürlüğü İddialar,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,Mola
7484,27,8/8/2022,Yurt Dışı Fatura Kontrol Denetimi,2,İnceleme,Merkez'den Denetim,"Kayıtlara alınan yurt dışı faturalarının vergilendirme sürecinde fatura içerğine bakılarak, hesaplanan verginin fatura içeriği ile uyumu"
4394,5,4/18/2022,Sağlık Raporu,8.5,İdari,Diğer,Sağlık Rağoru
4986,26,5/13/2022,ATK Sigorta Denetimi,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,Mola
14395,3,6/27/2023,İdari,8.5,İdari,Diğer,Yıllık İzin
1953,29,2/21/2022,Manisa Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,2,İnceleme,Merkez'den Denetim,Hurda süreci
11617,12,1/17/2023,Lojistik Operasyonları Süreci Denetimi,8.5,İnceleme,Toplantı (Ekip İçi),Güncel durum üzerinden görüşüldü
2580,25,3/7/2022,QAR,6.5,İdari,İdari-Diğer,QAR
749,3,1/21/2022,Elazığ Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,1,İnceleme,Merkez'den Denetim,Stok Yönetim Süreci İnceleme
14003,12,5/24/2023,Lojistik Operasyonları Süreci Denetimi,8.5,İnceleme,Toplantı (Ekip İçi),Güncel denetim üzerinden görüşüldü.
4316,29,4/14/2022,2021 çalışmalarının düzenlenerek uygun hale getirilmesi,8.5,Diğer,Ortak Alan Çalışması,2021 çalışmalarının düzenlenerek uygun hale getirilmesi
9786,1,11/2/2022,Garanti ve Müşteri Memnuniyeti Kapsamında Yapılan İade İşlemlerinin İncelenmesi,1,İnceleme,Toplantı (Şirket Yöneticileri),Garanti kapsamında gerçekleştirilen denetimin kapanış toplantısı gerçekleştirildi.
1549,16,2/9/2022,Oluşturulmuş BTS maddelerinin incelenmesi,5,Bulgu Takip Çalışmaları,Bulgu Takip Çalışmaları,"Oluşturulmuş BTS maddelerinin incelenmesi, süreç çalışması gerektiren madde olup olmadığı kontrol edilmesi"
11841,1,2/7/2023,Stok ve Güvenlik Süreçleri,7,Rapor Yazımı,Taslak Rapor Yazımı,Fiziksel Güvenlik Süreçleri kapsamında taslak rapor yazıldı.
14137,29,6/2/2023,Evlilik izni,8.5,İdari,Diğer,Evlilik izni
1766,21,2/15/2022,Kesme Bağlama İşlemleri (kesilmesi yasak olan aboneler),4,İnceleme,Merkez'den Denetim,2018 sonrası Kesme istisnalarının incelenmesi
12160,21,2/17/2023,Telefon ve mail trafiği,1.5,Diğer,Telefon&Mail Trafiği,Telefon ve mail trafiği
2708,3,3/9/2022,Karadeniz Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,2.5,Rapor Yazımı,Taslak Rapor Yazımı,Taslak Rapor Yazımı
2293,3,2/28/2022,Karadeniz Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,2,İnceleme,Merkez'den Denetim,İç Tesisat Süreci İnceleme
4223,2,4/12/2022,EDAŞ - Tunceli İddialar,4,İnceleme,Merkez'den Denetim,inceleme çalışmalarının yapılması
12451,30,3/6/2023,Aksa Satış ve Pazarlama A.Ş. Çorlu Şube Denetimi,1,İnceleme,Toplantı (Ekip İçi),Çalışmaların değerlendirilmesi
8772,15,9/23/2022,Özbekistan Santral Denetimi,7.5,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,rapor düzeltmeleri ve yönetici görüşüne gönderilmesi
13473,14,5/1/2023,RESMİ TATİL,8.5,İdari,Diğer,RESMİ TATİL
12539,2,3/7/2023,EDAŞ Saha Notları ve İş Emirleri Süreç Denetim,4,Rapor Yazımı,Taslak Rapor Değerlendirme,rapor değerlendirme
15391,2,8/1/2023,Malzeme ve Depo Yönetim Süreci Denetimi,8,İnceleme,Sahada Denetim,saha denetim süreçleri
11256,7,1/10/2023,2023 Denetim planı oluşturma,5.5,İdari,Diğer,2023 Denetim planı oluşturma
1859,3,2/17/2022,Diğer,0.5,Diğer,Diğer Kişisel İşler,Detay yoktur.
3290,3,3/22/2022,Diğer,0.5,Diğer,Diğer Kişisel İşler,Detay yoktur.
8519,3,9/14/2022,Doğal Gaz Hukuk Süreçlerinin İncelenmesi,8.5,Ön Hazırlık,Data Temini&Data Hazırlama,SAP Borç Raporlarının Çekilmesi
1421,13,2/7/2022,Sivas Doğalgaz Dağıtım A.Ş. Soruşturma Raporu,8,İdari,Diğer,Sivas Doğalgaz Dağıtım A.Ş. Soruşturma Raporu hakkında bildirim cevabı hazırlandı.
2927,21,3/14/2022,EPSAŞ - Kalite Tazminat Ödemeleri,1,Ön Hazırlık,Risk Kontrol Matrisinin Hazırlanması,Telefon ve mailleşme
9502,8,10/21/2022,Departman Bazlı Personel Devir Oranları ve Analizleri,8,Rapor Yazımı,Taslak Rapor Yazımı,"tabloların oluşturulması, kaynak taramasının yapılması rapor yazımı"
12135,30,2/23/2023,Aksa Satış ve Pazarlama A.Ş. Çorlu Şube Denetimi,0.5,Ön Hazırlık,Toplantı (Şirket Yöneticileri),Denetim açılış toplantısı gerçekleştirildi
12003,11,2/13/2023,Hukuk Operasyonları Süreci Denetimi,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,Mola
5602,8,5/30/2022,ISG Eğitimi,6,İdari,Diğer,ISG Eğitimi
1995,25,2/22/2022,QAR,2.5,İdari,İdari-Diğer,QAR
4452,26,4/19/2022,Eski Denetimler,2,Diğer,Ortak Alan Çalışması,eski denetimlerle ilgili çalışma kağıtları çalışmaları
13801,10,5/22/2023,Gider Denetimi,8.5,İdari,Diğer,Gider Denetimine destek
8075,3,8/31/2022,EPDK Hesap İzahnamesine Uyum Denetimi,1,İnceleme,Toplantı (Ekip İçi),Ekip içi toplantı
7864,1,8/23/2022,Garanti ve Müşteri Memnuniyeti Kapsamında Yapılan İade İşlemlerinin İncelenmesi,1,İnceleme,Toplantı (Ekip İçi),Satıştan İadeler süreci ile ilgili olarak denetim değerlendirildi.
310,8,1/7/2022,"Diğer-Diğer (Sigara, wc, gazete okuma, vb.)",1,Diğer,Diğer Kişisel İşler,"Diğer-Diğer (Sigara, wc, gazete okuma, vb.)"
6410,3,6/27/2022,İdari,8.5,İdari,Diğer,Rapor yazımı eğitimi
6868,30,7/18/2022,İdari,4.5,İdari,Diğer,Etik Hat - 2022 raporlarının düzenlenmesi
14071,26,5/29/2023,Yurt Dışı Ofis Süreçleri Denetimi (SİNGAPUR),8.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Singapur denetimi
3240,9,3/21/2022,ENERJİ SEKTÖR TEKNİK DENETİM-ANTALYA SANTRAL,1,Rapor Yazımı,Taslak Rapor Değerlendirme,Antalya Enerji Santrali raporunun değerlendirilmesi (Gözen Hanım ve Merve Hanım ile)
3389,9,3/23/2022,"Diğer-Diğer (Sigara, wc, gazete okuma, vb.)",1,Diğer,Diğer Kişisel İşler,"Diğer-Diğer (Sigara, wc, gazete okuma, vb.)"
7114,3,7/19/2022,İdari,8.5,İdari,Diğer,Yıllık İzin
4300,9,4/14/2022,QR süreci kapsamında AKSA Bandırma Doğalgaz ÇK hazırlanması,4,Diğer,Ortak Alan Çalışması,QR süreci kapsamında AKSA Bandırma Doğalgaz ÇK hazırlanması
10308,25,11/24/2022,İdari&Diğer,8.5,İdari,Diğer,IEC Dosya Kontrol&YK Sunum
4629,26,4/22/2022,İhale Usulü Yapılan Satın Alma İşlemlerinin İncelenmesi,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,Mola
5647,21,5/31/2022,EPDK Satınalma Yönetmeliği ve İhale Süreci Denetimi,3,Ön Hazırlık,Doküman Tarama,EDAŞ Satın alma mevzuatı inceleme
