Finding_ID,Finding Creation Date,Finding Status,Risk Type,Risk Severity,Probabilty,Effect,Audit Report Number
2023_002_003.003,5/8/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2023_002
2022_054_003.002,11/10/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,2,2,2022_054
2021_043_003.001,1/3/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Stratejik Risk",Yüksek,3,3,2021_043
2022_056_008.001,11/22/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2022_056
2021_015_001.003,6/3/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2021_015
2021_042_006.001,12/29/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,2,1,2021_042
2022_011_002.002,5/15/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Yüksek,3,4,2022_011
2021_036_001.001,10/4/2021,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,4,3,2021_036
2022_003_004.001,4/18/2022,Tamamlandı,Finansal Risk,Orta,2,3,2022_003
2021_001_001.002,3/26/2021,Tamamlandı,Finansal Risk,Orta,3,1,2021_001
2023_007_001.015,5/9/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,2,4,2023_007
2021_058_009.001,1/27/2022,Tamamlandı,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk",Orta,3,2,2021_058
2021_003_001.001,3/15/2021,Tamamlandı,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,3,2021_003
2022_065_016.001,1/29/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2022_065
2021_032_004.001,10/20/2021,Tamamlandı,Uyum Riski - Yasal Regulasyonlara Uyum Riski,Orta,3,2,2021_032
2022_051_006.004,11/28/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2022_051
2022_016_013.001,6/23/2022,Tamamlandı,Operasyonel Risk - Personel Kaynaklı Risk,Düşük,1,1,2022_016
2021_055_007.001,1/4/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2021_055
2022_010_021.001,4/21/2022,Tamamlandı,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,1,1,2022_010
2023_025_002.006,8/4/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2023_025
2021_003_009.003,3/15/2021,Tamamlandı,Operasyonel Risk - Personel Kaynaklı Risk,Düşük,2,1,2021_003
2021_014_002.002,9/30/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2021_014
2022_004_015.001,3/21/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,1,2022_004
2023_018_002.006,7/25/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2023_018
2022_006_002.006,4/14/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2022_006
2023_018_002.002,7/25/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2023_018
2022_065_010.002,1/29/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2022_065
2022_063_001.003,3/9/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,3,2022_063
2021_017_006.001,5/5/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,3,2,2021_017
2023_016_002.012,7/21/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2023_016
2022_052_006.001,12/19/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,3,2,2022_052
2023_016_001.004,7/20/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,4,2,2023_016
2023_018_002.007,7/25/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2023_018
2022_063_006.002,3/9/2023,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2022_063
2023_018_002.010,7/25/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2023_018
2021_002_005.001,3/29/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,1,2,2021_002
2022_063_006.004,3/9/2023,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2022_063
2023_020_002.004,7/9/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2023_020
2023_025_001.003,8/4/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,1,3,2023_025
2022_055_012.008,11/28/2022,Tamamlandı,Finansal Risk,Yüksek,3,3,2022_055
2022_033_001.001,6/24/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Dışsal Risk",Orta,1,3,2022_033
2021_003_019.002,3/15/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,1,1,2021_003
2022_026_003.001,6/24/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk",Düşük,1,1,2022_026
2022_016_008.001,6/23/2022,Tamamlandı,"Finansal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2022_016
2022_051_007.001,11/28/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2022_051
2021_054_003.002,3/16/2022,Tamamlandı,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,3,2021_054
2022_022_004.001,5/12/2022,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Yüksek,3,3,2022_022
2021_003_019.003,3/15/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,1,1,2021_003
2022_051_006.001,11/28/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2022_051
2021_006_001.001,2/2/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,1,2021_006
2022_034_009.001,7/1/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,2,1,2022_034
2022_055_006.007,11/25/2022,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Dışsal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Yüksek,4,3,2022_055
2022_053_009.001,12/28/2022,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2022_053
2021_041_004.002,12/21/2021,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2021_041
2023_020_002.008,7/9/2023,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2023_020
2022_010_017.003,4/21/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,1,2022_010
2023_025_003.005,8/4/2023,Tamamlandı,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2023_025
2022_020_003.001,7/18/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,2,1,2022_020
2021_008_015.001,3/15/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,1,1,2021_008
2022_009_020.001,4/18/2022,Tamamlandı,Finansal Risk,Düşük,3,1,2022_009
2021_037_010.005,12/3/2021,Süreç Sahibi Yöneticisinin Onayında Bekliyor,Finansal Risk,Orta,3,2,2021_037
2021_008_005.002,3/15/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2021_008
2021_004_009.002,3/15/2021,Tamamlandı,"Finansal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2021_004
2021_007_005.002,4/24/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,3,2,2021_007
2023_022_026.001,7/4/2023,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Orta,1,4,2023_022
2022_055_012.005,11/28/2022,Tamamlandı,Finansal Risk,Yüksek,3,3,2022_055
2022_010_004.003,4/21/2022,Tamamlandı,"Finansal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,1,1,2022_010
2022_027_004.001,9/30/2022,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Orta,3,2,2022_027
2022_033_002.002,6/24/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,3,1,2022_033
2022_066_003.002,3/8/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Yüksek,3,3,2022_066
2022_033_002.003,6/24/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,3,1,2022_033
2021_008_006.002,3/15/2021,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2021_008
2021_055_001.003,1/4/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2021_055
2022_053_010.002,12/28/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2022_053
2021_036_015.001,10/4/2021,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,1,4,2021_036
2022_060_005.001,11/30/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,2,3,2022_060
2022_063_002.012,3/20/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,3,2022_063
2021_037_004.001,12/3/2021,Tamamlandı,"Operasyonel Risk - Dışsal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2021_037
2021_029_001.003,8/11/2021,Tamamlandı,"Finansal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,1,2021_029
2021_054_004.001,3/15/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,3,2021_054
2023_020_001.002,7/9/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Kritik,4,4,2023_020
2022_022_001.001,5/11/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,2,4,2022_022
2021_032_003.005,10/20/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2021_032
2022_003_010.003,4/18/2022,Tamamlandı,Operasyonel Risk - Personel Kaynaklı Risk,Düşük,1,1,2022_003
2022_048_003.001,3/1/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,1,2,2022_048
2021_032_002.006,10/20/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2021_032
2022_055_001.002,11/23/2022,Süreç Sahibine Atanan Bulgu,Finansal Risk,Kritik,4,4,2022_055
2023_016_001.001,7/20/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,4,2,2023_016
2023_018_002.008,7/25/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2023_018
2023_018_001.002,7/25/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,3,2023_018
2022_009_017.001,4/15/2022,Tamamlandı,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,3,1,2022_009
2022_020_004.001,7/19/2022,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,1,2,2022_020
2023_016_003.003,7/21/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2023_016
2021_026_001.002,8/23/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2021_026
2022_009_008.002,4/15/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Orta,2,2,2022_009
2021_028_003.002,9/17/2021,Tamamlandı,Operasyonel Risk - Personel Kaynaklı Risk,Orta,1,3,2021_028
2023_022_040.001,7/4/2023,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Kritik,4,4,2023_022
2022_014_005.001,4/21/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2022_014
2023_016_002.011,7/21/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2023_016
2022_065_014.001,1/29/2023,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Orta,2,2,2022_065
2022_066_003.001,3/8/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Yüksek,3,3,2022_066
2021_032_002.002,10/20/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2021_032
2021_041_007.001,12/21/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,1,3,2021_041
2022_063_004.006,3/9/2023,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2022_063
2022_029_003.002,6/24/2022,Tamamlandı,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2022_029
2022_063_002.006,3/20/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,3,2022_063
2021_058_001.001,1/26/2022,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Personel Kaynaklı Risk,Orta,2,3,2021_058
2021_043_008.001,1/3/2022,Denetim Yönetimi Onayında Bekliyor,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Düşük,1,2,2021_043
2021_007_001.001,4/24/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk",Kritik,4,4,2021_007
2023_007_001.002,5/9/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,2,4,2023_007
2021_042_004.001,12/28/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Dışsal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,1,1,2021_042
2021_008_011.001,3/17/2021,Tamamlandı,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,1,1,2021_008
2021_008_006.001,3/15/2021,Tamamlandı,"Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2021_008
2022_046_001.002,1/4/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,4,2022_046
2023_018_002.003,7/25/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2023_018
2022_033_003.002,6/24/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,1,1,2022_033
2022_055_025.001,11/28/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk",Orta,3,2,2022_055
2023_003_001.004,4/4/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Yüksek,3,4,2023_003
2022_032_003.001,6/24/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,1,3,2022_032
2022_016_005.002,6/23/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,1,3,2022_016
2022_025_002.001,6/23/2022,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,1,2,2022_025
2021_020_004.002,8/11/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2021_020
2022_009_013.001,4/15/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,1,2022_009
2021_014_005.001,9/20/2021,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Düşük,1,1,2021_014
2021_029_001.002,8/11/2021,Tamamlandı,"Finansal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,1,2021_029
2022_014_009.001,4/21/2022,Tamamlandı,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,1,2022_014
2021_017_002.001,5/5/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk",Yüksek,4,2,2021_017
2022_063_002.001,3/20/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,3,2022_063
2022_046_005.001,1/4/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Orta,2,3,2022_046
2022_033_009.001,6/26/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Stratejik Risk",Düşük,1,2,2022_033
2023_002_004.001,5/8/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,3,1,2023_002
2023_018_002.011,7/25/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2023_018
2021_042_001.003,12/30/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Dışsal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Yüksek,3,3,2021_042
2022_063_006.003,3/9/2023,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2022_063
2022_029_003.003,6/24/2022,Tamamlandı,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2022_029
2022_065_013.001,1/29/2023,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Orta,2,2,2022_065
2022_054_002.003,11/10/2022,Süreç Sahibine Atanan Bulgu,Finansal Risk,Orta,2,2,2022_054
2022_016_014.001,6/23/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,1,1,2022_016
2023_007_002.004,5/9/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2023_007
2022_063_006.009,3/9/2023,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2022_063
2022_016_001.001,6/23/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,2,2,2022_016
2022_010_015.002,4/21/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,1,2022_010
2023_005_001.005,5/19/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Dışsal Risk",Kritik,4,4,2023_005
2023_022_001.001,7/3/2023,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Kritik,4,4,2023_022
2023_016_003.005,7/21/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2023_016
